algorithm,dataset,repetition,quality,supp+,time
SMHDD,christensen-pn-width-4_nominal,10,103.0,1.0,0.204
SD,golub-pn-width-4_nominal,1,38.5,0.9574468085106383,1.906
SD,golub-pn-width-4_nominal,2,38.5,0.9574468085106383,1.872
SD,golub-pn-width-4_nominal,3,38.5,0.9574468085106383,1.896
SD,golub-pn-width-4_nominal,4,38.5,0.9574468085106383,1.898
SD,golub-pn-width-4_nominal,5,38.5,0.9574468085106383,1.908
SD,golub-pn-width-4_nominal,6,38.5,0.9574468085106383,1.893
SD,golub-pn-width-4_nominal,7,38.5,0.9574468085106383,1.898
SD,golub-pn-width-4_nominal,8,38.5,0.9574468085106383,1.899
SD,golub-pn-width-4_nominal,9,38.5,0.9574468085106383,1.905
SD,golub-pn-width-4_nominal,10,38.5,0.9574468085106383,1.899
SSDP+,golub-pn-width-4_nominal,1,42.6,1.0,3.887
SSDP+,golub-pn-width-4_nominal,2,42.3,1.0,3.018
SSDP+,golub-pn-width-4_nominal,3,42.5,1.0,2.883
SSDP+,golub-pn-width-4_nominal,4,41.4,1.0,2.524
SSDP+,golub-pn-width-4_nominal,5,42.2,1.0,2.63
SSDP+,golub-pn-width-4_nominal,6,42.7,1.0,2.891
SSDP+,golub-pn-width-4_nominal,7,42.4,1.0,3.807
SSDP+,golub-pn-width-4_nominal,8,41.7,1.0,2.9
SSDP+,golub-pn-width-4_nominal,9,42.8,1.0,2.82
SSDP+,golub-pn-width-4_nominal,10,42.6,1.0,3.608
SMHDD,golub-pn-width-4_nominal,1,42.6,1.0,1.287
SMHDD,golub-pn-width-4_nominal,2,42.3,1.0,1.122
SMHDD,golub-pn-width-4_nominal,3,42.5,1.0,0.974
SMHDD,golub-pn-width-4_nominal,4,41.4,1.0,0.819
SMHDD,golub-pn-width-4_nominal,5,42.2,1.0,0.831
SMHDD,golub-pn-width-4_nominal,6,42.7,1.0,0.959
SMHDD,golub-pn-width-4_nominal,7,42.4,1.0,1.378
SMHDD,golub-pn-width-4_nominal,8,41.7,1.0,1.036
SMHDD,golub-pn-width-4_nominal,9,42.8,1.0,0.907
SMHDD,golub-pn-width-4_nominal,10,42.6,1.0,1.327
SD,gordon-pn-width-4_nominal,1,101.0,1.0,3.651
SD,gordon-pn-width-4_nominal,2,101.0,1.0,3.65
SD,gordon-pn-width-4_nominal,3,101.0,1.0,3.641
SD,gordon-pn-width-4_nominal,4,101.0,1.0,3.658
SD,gordon-pn-width-4_nominal,5,101.0,1.0,3.679
SD,gordon-pn-width-4_nominal,6,101.0,1.0,3.688
SD,gordon-pn-width-4_nominal,7,101.0,1.0,3.659
SD,gordon-pn-width-4_nominal,8,101.0,1.0,3.667
SD,gordon-pn-width-4_nominal,9,101.0,1.0,3.663
SD,gordon-pn-width-4_nominal,10,101.0,1.0,3.664
SSDP+,gordon-pn-width-4_nominal,1,112.8,1.0,3.338
SSDP+,gordon-pn-width-4_nominal,2,112.7,1.0,3.262
SSDP+,gordon-pn-width-4_nominal,3,112.4,1.0,3.304
SSDP+,gordon-pn-width-4_nominal,4,113.2,1.0,3.222
SSDP+,gordon-pn-width-4_nominal,5,112.4,1.0,3.38
SSDP+,gordon-pn-width-4_nominal,6,112.6,1.0,3.293
SSDP+,gordon-pn-width-4_nominal,7,112.3,1.0,3.172
SSDP+,gordon-pn-width-4_nominal,8,113.3,1.0,3.275
SSDP+,gordon-pn-width-4_nominal,9,112.3,1.0,3.091
SSDP+,gordon-pn-width-4_nominal,10,112.7,1.0,3.294
SMHDD,gordon-pn-width-4_nominal,1,112.8,1.0,0.745
SMHDD,gordon-pn-width-4_nominal,2,112.7,1.0,0.729
SMHDD,gordon-pn-width-4_nominal,3,112.4,1.0,0.763
SMHDD,gordon-pn-width-4_nominal,4,113.2,1.0,0.725
SMHDD,gordon-pn-width-4_nominal,5,112.4,1.0,0.825
SMHDD,gordon-pn-width-4_nominal,6,112.6,1.0,0.761
SMHDD,gordon-pn-width-4_nominal,7,112.3,1.0,0.736
SMHDD,gordon-pn-width-4_nominal,8,113.3,1.0,0.759
SMHDD,gordon-pn-width-4_nominal,9,112.3,1.0,0.706
